doc,start,end,surfaceform,class,link,
126,915,944,Sozialdemokrat Julius Leber,Person,http://de.dbpedia.org/resource/Julius_Leber,
126,1098,1136,Friedhof der Nervenklinik in Wittenau,Location,http://de.dbpedia.org/resource/Bahnhof_Berlin_Karl-Bonhoeffer-Nervenklinik,
126,1400,1440,Schriftstellerin Elfriede Brüning,Person,http://de.dbpedia.org/resource/Elfriede_Br%C3%BCning,
126,1520,1550,Opernplatz in Berlin,Location,http://de.dbpedia.org/resource/Bebelplatz,
126,275,281,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
126,581,587,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
126,811,817,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
127,21,28,Spandau,Location,http://de.dbpedia.org/resource/Spandau,
127,110,128,Staatsanwaltschaft,Organisation,http://de.dbpedia.org/resource/Staatsanwaltschaft_(Deutschland),
127,200,242,Star-Architekten Meinhard von Gerkan,Person,http://de.dbpedia.org/resource/Meinhard_von_Gerkan,
127,2570,2582,Herr Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
127,296,299,BER,Location,http://de.dbpedia.org/resource/BER,
127,2780,2792,Herr Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
127,765,768,BER,Location,http://de.dbpedia.org/resource/BER,
127,3040,3055,Hartmut Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
127,309,338,Flughafenchef Hartmut Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
127,378,393,Hartmut Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
127,741,753,Chef Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
127,1310,1317,Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
127,941,948,Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
127,1561,1568,Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
127,2141,2148,Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
127,2291,2298,Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
127,2336,2341,Senat,Organisation,http://de.dbpedia.org/resource/Senat,
128,5,48,Ex-Ministerpräsident Manfred Stolpe,Person,http://de.dbpedia.org/resource/Manfred_Stolpe,
128,79,93,Hasso Plattner,Person,http://de.dbpedia.org/resource/Hasso_Plattner,
128,114,120,Murphy,Person,http://de.dbpedia.org/resource/Philip_D._Murphy,
128,633,639,Murphy,Person,http://de.dbpedia.org/resource/Philip_D._Murphy,
128,1691,1697,Murphy,Person,http://de.dbpedia.org/resource/Philip_D._Murphy,
128,275,292,Phillip D. Murphy,Person,http://de.dbpedia.org/resource/Philip_D._Murphy,
128,504,517,Philip Murphy,Person,http://de.dbpedia.org/resource/Philip_D._Murphy,
128,314,320,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
128,909,915,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
128,1090,1096,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
128,1606,1612,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
128,2167,2173,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
128,2280,2286,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
128,926,937,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
128,2371,2382,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
128,951,968,Frankfurt am Main,Location,http://de.dbpedia.org/resource/Frankfurt_am_Main,
128,1350,1367,Frankfurt am Main,Location,http://de.dbpedia.org/resource/Frankfurt_am_Main,
128,983,990,Harvard,Organisation,http://de.dbpedia.org/resource/Harvard,
128,1382,1389,Harvard,Organisation,http://de.dbpedia.org/resource/Harvard,
128,1488,1493,Obama,Person,http://de.dbpedia.org/resource/Barack_Obama,
128,2001,2006,Obama,Person,http://de.dbpedia.org/resource/Barack_Obama,
128,1844,1864,Angela Teflon Merkel,Person,http://de.dbpedia.org/resource/Angela_Merkel,
129,94,100,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
129,435,441,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
129,590,596,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
129,839,845,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
129,331,342,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
129,477,488,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
129,1120,1131,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
129,980,996,Senator Nussbaum,Person,http://de.dbpedia.org/resource/Ulrich_Nu%C3%9Fbaum,
130,95,111,Leipziger Straße,Location,http://de.dbpedia.org/resource/Leipziger_Platz,
130,123,135,Berlin-Mitte,Location,http://de.dbpedia.org/resource/Berlin-Mitte,
130,123,129,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
130,447,453,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
130,1774,1780,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
130,2453,2459,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
130,598,601,BER,Location,http://de.dbpedia.org/resource/BER,
130,603,613,Staatsoper,Location,http://de.dbpedia.org/resource/Staatsoper,
130,618,621,U-5,Location,http://de.dbpedia.org/resource/U-Bahnline_5_(Berlin),
130,735,741,Müller,Person,http://de.dbpedia.org/resource/Michael_M%C3%BCller_(Berlin),
130,1179,1185,Müller,Person,http://de.dbpedia.org/resource/Michael_M%C3%BCller_(Berlin),
130,2934,2942,Nussbaum,Person,http://de.dbpedia.org/resource/Ulrich_Nu%C3%9Fbaum,
130,2030,2036,Müller,Person,http://de.dbpedia.org/resource/Michael_M%C3%BCller_(Berlin),
130,663,669,Pankow,Location,http://de.dbpedia.org/resource/Pankow,
130,1654,1702,Tempelhofer Feld,Location,http://de.dbpedia.org/resource/Tempelhofer_Feld,
130,1716,1732,Landesbibliothek,Location,http://de.dbpedia.org/resource/Zentral-_und_Landesbibliothek_Berlin,
130,2847,2850,ZLB,Location,http://de.dbpedia.org/resource/Zentral-_und_Landesbibliothek_Berlin,
131,56,61,Lauer,Person,http://de.dbpedia.org/resource/Christopher_Lauer,
131,170,186,Piraten-Fraktion,Organisation,http://de.dbpedia.org/resource/Piratenpartei,
131,305,311,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
131,1477,1483,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
131,2269,2275,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
131,2311,2317,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
131,1516,1526,Vattenfall,Organisation,http://de.dbpedia.org/resource/Vattenfall,
131,1583,1586,SPD,Organisation,http://de.dbpedia.org/resource/Sozialdemokratische_Partei_Deutschlands,
131,1925,1937,Niederlanden,Location,http://de.dbpedia.org/resource/Niederlande,
132,383,392,Kreuzberg,Location,http://de.dbpedia.org/resource/Berlin-Kreuzberg,
132,397,402,Mitte,Location,http://de.dbpedia.org/resource/Berlin-Mitte,
132,445,455,Vattenfall,Organisation,http://de.dbpedia.org/resource/Vattenfall,
132,994,1005,Campus Buch,Location,http://de.dbpedia.org/resource/Campus_Berlin-Buch,
132,1059,1080,Max Delbrück Centrums,Location,http://de.dbpedia.org/resource/Max-Delbr%C3%BCck-Centrum_f%C3%BCr_Molekulare_Medizin,
132,1118,1140,Physiologen Max Rubner,Person,http://de.dbpedia.org/resource/Max_Rubner,
132,1277,1291,Johanna Quandt,Person,http://de.dbpedia.org/resource/Johanna_Quandt,
133,340,372,Deutschen Gewerkschaftsbundes,Organisation,http://de.dbpedia.org/resource/Deutscher_Gewerkschaftsbund,
133,374,377,DGB,Organisation,http://de.dbpedia.org/resource/Deutscher_Gewerkschaftsbund,
133,144,150,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
133,383,389,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
133,415,421,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
133,390,401,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
133,426,437,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
133,470,479,IG Metall,Organisation,http://de.dbpedia.org/resource/IG_Metall,
134,486,503,Präsidenten Obama,Person,http://de.dbpedia.org/resource/Barack_Obama,
134,222,228,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
134,686,693,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
134,458,464,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
134,819,833,Park Sanssouci,Location,http://de.dbpedia.org/resource/Sanssouci,
134,442,448,Murphy,Person,http://de.dbpedia.org/resource/Philip_D._Murphy,
134,676,682,Murphy,Person,http://de.dbpedia.org/resource/Philip_D._Murphy,
134,413,416,USA,Location,http://de.dbpedia.org/resource/Vereinigte_Staaten,
134,904,947,Ex-Ministerpräsident Manfred Stolpe,Person,http://de.dbpedia.org/resource/Manfred_Stolpe,
134,307,335,US-Botschafter Philip Murphy,Person,http://de.dbpedia.org/resource/Philip_D._Murphy,
134,368,379,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
135,2024,2027,FDP,Organisation,http://de.dbpedia.org/resource/FDP,
135,142,153,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
135,235,242,Landtag,Organisation,http://de.dbpedia.org/resource/Landtag,
135,372,385,Flughafen BER,Location,http://de.dbpedia.org/resource/Flughafen_Berlin_Brandenburg,
135,438,447,Tempelhof,Location,http://de.dbpedia.org/resource/Tempelhof,
135,477,482,Tegel,Location,http://de.dbpedia.org/resource/Flughafen_Berlin-Tegel,
135,584,589,Tegel,Location,http://de.dbpedia.org/resource/Flughafen_Berlin-Tegel,
135,812,817,Tegel,Location,http://de.dbpedia.org/resource/Flughafen_Berlin-Tegel,
135,999,1004,Tegel,Location,http://de.dbpedia.org/resource/Flughafen_Berlin-Tegel,
135,1896,1901,Tegel,Location,http://de.dbpedia.org/resource/Flughafen_Berlin-Tegel,
135,2249,2254,Tegel,Location,http://de.dbpedia.org/resource/Flughafen_Berlin-Tegel,
135,564,569,Senat,Organisation,http://de.dbpedia.org/resource/Senat,
135,847,852,Senat,Organisation,http://de.dbpedia.org/resource/Senat,
135,1311,1316,Senat,Organisation,http://de.dbpedia.org/resource/Senat,
136,692,710,Parks Sanssouci,Location,http://de.dbpedia.org/resource/Sanssouci,
136,866,889,Berliner Stadtschlosses,Organisation,http://de.dbpedia.org/resource/Berliner_Stadtschloss,
136,845,851,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
136,1397,1403,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
136,1108,1110,U5,Location,http://de.dbpedia.org/resource/U-Bahnlinie_5_(Berlin),
137,72,87,Leipziger Platz,Location,http://de.dbpedia.org/resource/Leipziger_Platz,
137,746,774,Landkreis Potsdam-Mittelmark,Location,http://de.dbpedia.org/resource/Landkreis_Potsdam-Mittelmark,
137,1028,1039,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
137,1125,1136,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
137,756,763,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
137,1315,1322,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
137,1247,1258,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
137,1371,1382,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
137,2759,2770,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
137,1606,1613,Spanien,Location,http://de.dbpedia.org/resource/Spanien,
137,1774,1780,Werder,Location,http://de.dbpedia.org/resource/Werder,
137,2485,2507,Gartenbau Brandenburgs,Location,http://de.dbpedia.org/resource/Brandenburg,
138,598,601,BER,Location,http://de.dbpedia.org/resource/Flughafen_Berlin_Brandenburg,
138,334,348,BER-Flughafens,Location,http://de.dbpedia.org/resource/Flughafen_Berlin_Brandenburg,
138,751,811,Sport- und Erholungszentrums,Location,http://de.dbpedia.org/resource/Sport-_und_Erholungszentrum,
138,819,825,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
138,812,815,SEZ,Location,http://de.dbpedia.org/resource/Sport-_und_Erholungszentrum,
138,1108,1111,SEZ,Location,http://de.dbpedia.org/resource/Sport-_und_Erholungszentrum,
138,1119,1136,Landsberger Allee,Location,http://de.dbpedia.org/resource/Landsberger_Allee,
139,281,292,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
139,92,101,Volksbund,Organisation,http://de.dbpedia.org/resource/Volksbund_Deutsche_Kriegsgr%C3%A4berf%C3%BCrsorge,
139,83,87,Land,Organisation,http://de.dbpedia.org/resource/Landbund_(Deutschland),
140,1513,1518,Halbe,Location,http://de.dbpedia.org/resource/Halbe,
140,296,311,Hartmut Mehdorn,Person,http://de.dbpedia.org/resource/Hartmut_Mehdorn,
140,502,524,Oberverwaltungsgericht,Organisation,http://de.dbpedia.org/resource/Oberverwaltungsgericht_Berlin-Brandenburg,
140,774,782,Neukölln,Location,http://de.dbpedia.org/resource/Berlin-Neuk%C3%B6lln,
140,1112,1153,brandenburgische Verfassungsschutz,Organisation,http://de.dbpedia.org/resource/Verfassungsschutz_Brandenburg,
140,1331,1334,NPD,Organisation,http://de.dbpedia.org/resource/Nationaldemokratische_Partei_Deutschlands,
140,1524,1549,Landkreis Dahme-Spreewald,Location,http://de.dbpedia.org/resource/Nationaldemokratische_Partei_Deutschlands,
140,1565,1574,Volksbund,Organisation,http://de.dbpedia.org/resource/Volksbund_Deutsche_Kriegsgr%C3%A4berf%C3%BCrsorge,
140,1737,1746,Volksbund,Organisation,http://de.dbpedia.org/resource/Volksbund_Deutsche_Kriegsgr%C3%A4berf%C3%BCrsorge,
140,1728,1732,Land,Organisation,http://de.dbpedia.org/resource/Landbund_(Deutschland),
141,49,53,Alex,Location,http://de.dbpedia.org/resource/Berlin_Alexanderplatz,
141,213,217,Alex,Location,http://de.dbpedia.org/resource/Berlin_Alexanderplatz,
141,820,827,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
141,755,805,Gesundheitsstaatssekretärin Hartwig-Tiedt,Person,http://de.dbpedia.org/resource/Almuth_Hartwig-Tiedt,
141,1177,1188,Luckenwalde,Location,http://de.dbpedia.org/resource/Luckenwalde,
141,1193,1209,Frankfurt (Oder),Location,http://de.dbpedia.org/resource/Frankfurt_(Oder),
141,1216,1249,Internationale Olympische Komitee,Organisation,http://de.dbpedia.org/resource/Internationales_Olympisches_Komitee,
142,1353,1375,Staatssekretär Gaebler,Person,http://de.dbpedia.org/resource/Christian_Gaebler,
142,107,113,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
142,389,395,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
142,1591,1611,Spreebogen in Moabit,Location,http://de.dbpedia.org/resource/Spree-Bogen,
142,464,470,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
142,1632,1647,Altkanzler Kohl,Person,http://de.dbpedia.org/resource/Helmuth_Kohl,
142,238,252,Konzern Veolia,Organisation,http://de.dbpedia.org/resource/Veolia_Verkehr,
142,423,428,Senat,Organisation,http://de.dbpedia.org/resource/Senat_von_Berlin,
142,682,696,Berliner Senat,Organisation,http://de.dbpedia.org/resource/Senat_von_Berlin,
142,502,523,Finanzsenator Nußbaum,Person,http://de.dbpedia.org/resource/Ulrich_Nu%C3%9Fbaum,
142,599,602,RWE,Organisation,http://de.dbpedia.org/resource/RWE,
142,706,729,Berliner Wasserbetriebe,Organisation,http://de.dbpedia.org/resource/Berliner_Wasserbetriebe,
143,38,46,Prignitz,Location,http://de.dbpedia.org/resource/Prignitz,
143,176,182,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
143,1544,1550,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
143,1769,1775,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
143,1927,1933,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
143,648,657,Tempelhof,Location,http://de.dbpedia.org/resource/Flughafen_Berlin-Tempelhof,
143,323,342,Flughafen Tempelhof,Location,http://de.dbpedia.org/resource/Flughafen_Berlin-Tempelhof,
143,1714,1722,Maserati,Organisation,http://de.dbpedia.org/resource/Maserati,
144,348,381,Arnsnesta an der Schwarzen Elster,Location,http://de.dbpedia.org/resource/Arnsnesta,
144,551,559,Herzberg,Location,http://de.dbpedia.org/resource/Herzberg,
144,694,716,Südwesten Brandenburgs,Location,http://de.dbpedia.org/resource/Brandenburg,
145,432,439,Libanon,Location,http://de.dbpedia.org/resource/Libanon,
145,101,111,Schöneberg,Location,http://de.dbpedia.org/resource/Sch%C3%B6neberg,
145,146,155,Paul Kuhn,Person,http://de.dbpedia.org/resource/Paul_Kuhn_(St._Michaelsvereinigung),
145,287,290,rbb,Organisation,http://de.dbpedia.org/resource/Rundfunk_Berlin-Brandenburg,
145,334,349,Flughafen Tegel,Location,http://de.dbpedia.org/resource/Flughafen_Berlin-Tegel,
145,630,635,Linow,Location,http://de.dbpedia.org/resource/Linow,
145,878,885,Polizei,Location,http://de.dbpedia.org/resource/Polizei,
145,978,995,Museums Berggruen,Location,http://de.dbpedia.org/resource/Museum_Berggruen,
145,1145,1152,Picasso,Person,http://de.dbpedia.org/resource/Pablo_Picasso,
145,1294,1320,Kunstmäzen Heinz Berggruen,Person,http://de.dbpedia.org/resource/Heinz_Berggruen,
145,1154,1158,Klee,Person,http://de.dbpedia.org/resource/Paul_Klee,
145,1163,1170,Matisse,Person,http://de.dbpedia.org/resource/Henri_Matisse,
146,737,748,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
146,1029,1036,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
146,1156,1165,Kreuzberg,Location,http://de.dbpedia.org/resource/Berlin-Kreuzberg,
146,1442,1454,Oranienplatz,Location,http://de.dbpedia.org/resource/Oranienplatz,
147,542,553,Finow-Kanal,Location,http://de.dbpedia.org/resource/Finowkanal,
147,934,941,München,Location,http://de.dbpedia.org/resource/M%C3%BCnchen,
147,982,1011,Konzerthaus am Gendarmenmarkt,Location,http://de.dbpedia.org/resource/Schauspielhaus_Berlin,
147,729,736,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
148,55,77,Potsdamer Landgericht,Organisation,http://de.dbpedia.org/resource/Landgericht_Potsdam,
148,118,146,Haus der Berliner Festspiele,Location,http://de.dbpedia.org/resource/Haus_der_Berliner_Festspiele,
148,799,805,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
148,871,881,Volksbühne,Location,http://de.dbpedia.org/resource/Freie_Volksb%C3%BChne,
149,1510,1530,Berliner Domkantorei,Organisation,http://de.dbpedia.org/resource/Berliner_Domkantorei,
149,1578,1590,Berliner Dom,Location,http://de.dbpedia.org/resource/Berliner_Dom,
149,910,916,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
149,656,677,Deutschen Roten Kreuz,Organisation,http://de.dbpedia.org/resource/Deutsches_Rotes_Kreuz,
149,1342,1353,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
150,117,120,RBB,Organisation,http://de.dbpedia.org/resource/Rundfunk_Berlin-Brandenburg,
150,50,57,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
150,212,216,Elbe,Location,http://de.dbpedia.org/resource/Elbe,
150,782,786,Elbe,Location,http://de.dbpedia.org/resource/Elbe,
150,1470,1474,Elbe,Location,http://de.dbpedia.org/resource/Elbe,
150,1550,1554,Elbe,Location,http://de.dbpedia.org/resource/Elbe,
150,257,265,Prignitz,Location,http://de.dbpedia.org/resource/Prignitz,
150,1430,1438,Prignitz,Location,http://de.dbpedia.org/resource/Prignitz,
150,270,281,Wittenberge,Location,http://de.dbpedia.org/resource/Wittenberge,
150,403,414,Wittenberge,Location,http://de.dbpedia.org/resource/Wittenberge,
